vlogId mean.pitch sd.pitch mean.conf.pitch sd.conf.pitch mean.spec.entropy sd.spec.entropy mean.val.apeak sd.val.apeak mean.loc.apeak sd.loc.apeak mean.num.apeak sd.num.apeak mean.energy sd.energy mean.d.energy sd.d.energy avg.voiced.seg avg.len.seg time.speaking voice.rate num.turns hogv.entropy hogv.median hogv.cogR hogv.cogC
VLOG119 205.87 0.2639 1.5645 0.47572 3.7617 0.28128 0.7333 0.18234 0.024868 0.56427 9.8267 5.5028 0.042644 1.1536 -0.00020254 0.015414 0.33488 1.3689 0.61616 0.037229 0.45012 3.746667 0.004082 134 113
VLOG120 248.94 0.28374 2.2227 0.73602 3.5094 0.32466 0.81384 0.16199 0.028868 0.45041 8.5548 4.6207 0.012583 1.7015 1.9536e-05 0.0085358 0.40038 2.5176 0.71352 0.031776 0.28341 7.396784 0.411765 123 154
VLOG122 163.09 0.41886 0.98607 0.38248 3.9702 0.2141 0.66937 0.18516 0.024304 0.87194 7.6906 3.562 0.0092047 0.94853 8.9174e-06 0.0040624 0.26923 1.3501 0.47266 0.045711 0.35009 6.468526 0.125382 128 163
VLOG123 214.92 0.43157 1.0396 0.40621 3.7252 0.37868 0.63897 0.21731 0.022754 0.53667 5.8561 2.3386 0.0041521 1.4501 -3.05e-06 0.0031997 0.3029 2.672 0.80096 0.038589 0.29976 6.018589 0.136364 141 175
VLOG124 203.94 0.57541 1.0195 0.3537 3.6721 0.27373 0.59337 0.2447 0.023859 0.84369 8.9076 3.2291 0.0085858 2.0317 2.0986e-05 0.0059559 0.55969 1.5222 0.55828 0.024367 0.36676 6.835174 0.111811 111 146
VLOG125 231.49 0.30058 1.2948 0.45459 3.7968 0.34388 0.74481 0.20189 0.027933 0.73406 7.4461 4.1888 0.0033391 1.7605 -3.3865e-06 0.0029452 0.31564 1.1158 0.35343 0.041509 0.31675 6.713045 0.25 131 158
VLOG126 268.74 0.2383 1.9038 0.74342 3.6604 0.39531 0.76759 0.19262 0.031578 0.4851 8.3403 4.6863 0.0010899 1.4299 -4.273e-06 0.00063213 0.40454 1.6458 0.60363 0.0327 0.36676 7.388174 0.260945 135 165
VLOG127 215.62 0.3387 1.2346 0.40086 3.6055 0.2988 0.71952 0.17666 0.027057 0.513 6.5641 2.4277 0.0057599 1.0985 -8.4827e-06 0.0026337 0.23287 2.3129 0.69405 0.045734 0.30008 6.057983 0.090823 141 173
VLOG129 231.32 0.31216 1.5518 0.49468 3.5774 0.31574 0.53549 0.29976 0.026246 0.55016 9.0566 4.6251 0.0061336 1.6387 -7.3458e-06 0.0010135 0.44408 1.96 0.45746 0.028571 0.2334 4.518841 0.023121 130 150
VLOG130 175.47 0.27744 1.2655 0.46712 3.8428 0.30041 0.77907 0.15584 0.019604 0.62229 6.6472 3.4627 0.00042525 1.4609 1.7935e-06 0.00021174 0.18737 0.73657 0.34383 0.05896 0.46679 6.428892 0.068182 129 149
VLOG131 122.48 0.40377 0.80178 0.2832 3.5724 0.24865 0.72881 0.19606 0.014293 0.51211 4.5324 2.7176 0.0024026 2.4784 -9.5729e-06 0.0027204 0.3235 1.6647 0.66604 0.038446 0.40011 6.370886 0.074519 120 166
VLOG132 254.95 0.33908 1.1772 0.4875 3.4806 0.36762 0.72188 0.22352 0.035507 0.87218 8.0589 4.9205 0.00042646 1.9752 9.4335e-07 0.00036858 0.2906 1.34 0.53657 0.042786 0.40043 5.648383 0.10625 151 146
VLOG133 167.65 0.47866 1.075 0.43148 3.662 0.24609 0.68961 0.19794 0.020974 0.68118 7.1985 2.6093 0.028047 0.97358 -3.1429e-05 0.01354 0.33626 5.8151 0.8725 0.037603 0.15004 6.424661 0.072344 133 156
VLOG134 140.92 0.39002 1.1701 0.38119 3.7637 0.23292 0.44187 0.15571 0.016901 0.6963 5.7503 4.0585 0.047823 0.35293 -1.7299e-05 0.00092218 0.25315 2.2116 0.66364 0.040595 0.30008 5.566483 0.03183 120 163
VLOG135 196.52 0.31204 1.3682 0.46051 3.6452 0.31881 0.73128 0.18958 0.023975 0.45412 6.1393 3.0623 0.007046 1.6817 -2.625e-05 0.00448 0.2746 4.116 0.82342 0.039845 0.20005 6.778632 0.123672 124 178
VLOG136 144.28 0.64761 0.86483 0.27082 3.8533 0.15862 0.72166 0.16193 0.016781 0.77985 7.2459 3.4181 0.041412 0.87899 6.3855e-05 0.015946 0.26703 4.5804 0.83996 0.041918 0.18338 7.495736 0.223013 87 130
VLOG137 217.66 0.4196 1.1218 0.43316 3.9291 0.24483 0.50155 0.20645 0.027074 1.2497 8.6851 6.9684 0.0053518 0.67837 1.1304e-05 0.0030422 0.28646 1.3327 0.53321 0.041521 0.40011 6.358428 0.162791 130 152
VLOG138 258.71 0.61339 0.52722 0.19146 3.6003 0.35163 0.32168 0.20109 0.010664 0.55658 1.618 1.1926 0.002119 2.7639 8.5726e-05 0.0019621 0.42083 1.7082 0.59739 0.0281 0.34972 7.067829 0.261682 118 178
VLOG140 226.24 0.34829 1.3437 0.4579 3.8271 0.2894 0.72231 0.17516 0.028552 0.52595 7.408 3.0957 0.0093409 0.84903 -3.2898e-05 0.0040528 0.26466 3.2117 0.80165 0.044171 0.2496 6.283797 0.08046 131 170
VLOG141 245.41 0.19397 1.9715 0.61675 3.8142 0.24547 0.72473 0.16454 0.030285 0.5084 11.484 6.144 0.0018575 2.0828 -2.3604e-06 0.0013163 0.33764 3.8068 0.82502 0.034594 0.21672 5.714932 0.050167 146 153
VLOG142 174.51 0.59634 0.89101 0.36846 3.7626 0.32046 0.69057 0.19264 0.016482 0.55838 5.6133 2.5862 0.0081639 1.4895 1.7881e-05 0.0054177 0.3213 1.3329 0.51107 0.038622 0.38344 5.758935 0.067164 154 188
VLOG143 201.02 0.50235 1.0199 0.33783 3.8446 0.27811 0.65225 0.18405 0.026226 0.80086 8.1509 3.2533 0.021462 1.2272 -0.00029848 0.010891 0.28014 2.2024 0.73433 0.040683 0.33342 4.331361 0.007955 189 139
VLOG144 224.28 0.61522 0.71934 0.29859 3.5553 0.35656 0.4074 0.30995 0.011497 0.46493 1.8202 0.87494 0.0038749 1.3273 -5.6391e-05 0.0015984 0.26021 4.38 0.87623 0.040487 0.20005 5.515964 0.039048 139 152
VLOG145 217.25 0.23747 1.3157 0.42601 3.5679 0.28935 0.74878 0.18511 0.025957 0.51037 8.2006 3.3807 0.00048043 1.5343 -3.883e-06 0.00032922 0.27141 1.6613 0.66471 0.04374 0.40011 6.83176 0.189189 140 176
VLOG146 169.23 0.49174 0.85455 0.38616 3.9168 0.26574 0.65252 0.20156 0.020336 1.0772 7.5628 4.1531 0.0075688 1.1085 -5.5979e-05 0.0029653 0.37968 1.4034 0.49133 0.034202 0.35009 6.807388 0.151515 131 164
VLOG147 253.24 0.25483 1.4249 0.48671 3.8926 0.30153 0.39581 0.2222 0.036795 0.80977 10.192 5.1626 0.014674 0.27492 -4.4019e-06 0.00052495 0.16904 3.0155 0.75326 0.054475 0.2498 7.361333 0.42378 127 180
VLOG148 182.89 0.51575 1.0924 0.6084 3.6719 0.32284 0.62909 0.25738 0.016632 0.54792 4.0306 2.1881 0.0093241 1.3087 2.3488e-05 0.0044073 0.31625 1.1275 0.56328 0.038316 0.4996 6.716739 0.134782 116 165
VLOG149 178.79 0.51875 0.90402 0.3605 3.7211 0.23464 0.6534 0.19444 0.024965 0.84305 7.1636 2.7552 0.00091561 1.3362 -1.5864e-06 0.00056854 0.24292 1.456 0.53401 0.046454 0.36676 6.277886 0.090129 147 158
VLOG150 228.23 0.23665 1.3067 0.43334 3.5462 0.34533 0.79981 0.14141 0.021955 0.37515 3.5108 1.3121 0.0027529 0.7607 -1.0284e-05 0.00067851 0.22782 2.4522 0.77674 0.044643 0.31675 2.862713 0.017544 114 119
VLOG151 176.93 0.39997 1.4825 0.61531 3.8321 0.22609 0.70321 0.20602 0.021414 0.53333 8.0961 3.737 0.016479 1.0826 -0.00016351 0.0076999 0.29947 2.2627 0.71672 0.036844 0.31675 4.22979 0.02459 122 207
VLOG152 239.19 0.27392 1.601 0.67757 3.8731 0.30223 0.68733 0.1991 0.040355 1.2014 12.179 8.5186 0.00039929 2.4476 5.8111e-06 0.0004249 0.26655 0.932 0.4972 0.04721 0.53348 5.20182 0.013089 168 138
VLOG153 203.34 0.65656 0.6411 0.19027 3.5767 0.20796 0.52878 0.24184 0.012462 0.35831 2.9432 1.4544 0.0025944 1.4524 2.6298e-05 0.0010818 0.38825 1.4417 0.6108 0.030233 0.42368 1.756092 0 134 136
VLOG154 268.56 0.19543 1.9266 0.58324 3.6053 0.40004 0.81087 0.1348 0.030645 0.34257 7.2488 4.5118 0.045757 1.1563 -0.00051927 0.018465 0.18524 3.059 0.81595 0.052632 0.26674 7.047771 0.195079 134 152
VLOG155 314.58 0.39085 0.86193 0.31063 3.9162 0.24945 0.44331 0.24692 0.014058 0.74767 2.7555 2.0729 0.0039851 1.4882 -1.2791e-05 0.002291 0.31262 6.84 0.91224 0.034211 0.13337 6.252804 0.072004 101 162
VLOG156 140.23 0.58234 0.90246 0.30445 3.6556 0.27314 0.74416 0.17322 0.017107 0.82355 6.2338 2.8345 0.010215 1.1123 -1.1836e-05 0.0039878 0.46357 2.029 0.70957 0.028164 0.34972 5.904937 0.118973 126 142
VLOG158 192.83 0.58707 0.74492 0.18552 3.7816 0.30137 0.63132 0.23836 0.018881 0.81343 6.0221 2.7443 0.00030096 1.9983 9.4239e-07 0.00022 0.29584 1.6967 0.65057 0.04018 0.38344 2.12609 0 128 170
VLOG159 242.84 0.24897 1.4165 0.45343 3.6806 0.30357 0.73637 0.16428 0.029752 0.60483 8.8648 4.696 0.062198 0.72673 -0.00038853 0.022189 0.40778 1.9136 0.63804 0.030936 0.33342 4.865456 0.016355 160 165
VLOG160 244.2 0.25174 1.7346 0.53425 3.624 0.34321 0.78544 0.19559 0.02766 0.51066 8.8251 4.0926 0.0024618 2.9025 -6.4224e-06 0.0015309 0.28753 1.8538 0.67523 0.040408 0.36424 7.341983 0.223109 115 171
VLOG161 257.52 0.28363 1.4309 0.38745 3.5222 0.33917 0.75521 0.15723 0.030793 0.53974 7.7004 3.7499 0.0070294 2.3661 -5.8555e-05 0.0050821 0.31736 1.7829 0.62251 0.038889 0.34916 7.241591 0.200686 155 157
VLOG162 126 0.5632 0.82541 0.30625 3.4288 0.35764 0.68171 0.28514 0.013284 0.34494 4.0271 2.3862 0.034473 1.4472 -0.00047275 0.017415 0.457 2.5882 0.73353 0.029091 0.28341 2.550325 0 172 189
VLOG163 226.78 0.15618 1.4216 0.40351 3.6822 0.37579 0.84526 0.12915 0.024265 0.43605 5.3979 3.6156 0.00029754 1.328 -2.3336e-06 0.00015452 0.30229 1.4496 0.3625 0.041207 0.25007 6.969158 0.297872 119 181
VLOG164 158.48 0.40066 1.2162 0.46657 3.2421 0.38878 0.81005 0.20081 0.017771 0.44006 3.9537 1.5294 0.0025772 0.90572 -1.1218e-05 0.00099076 0.26767 3.06 0.76366 0.043464 0.24956 1.974329 0 159 193
VLOG165 217.2 0.24539 1.6883 0.52802 3.7138 0.27312 0.76735 0.15189 0.027338 0.64979 9.5756 4.8561 0.0035536 1.4175 -1.2035e-05 0.0019127 0.31457 2.5347 0.80203 0.037209 0.31641 6.526119 0.151762 134 163
VLOG166 231.34 0.34009 1.2723 0.58403 3.7342 0.37608 0.69539 0.21209 0.045524 1.1986 11.786 9.8465 0.0068117 1.9878 -3.4423e-06 0.0064496 0.2689 1.4901 0.56983 0.043417 0.38242 7.004039 0.2325 117 164
VLOG167 167.7 0.34139 1.244 0.41944 3.4488 0.30124 0.75472 0.18103 0.020206 0.44101 6.2742 2.7733 0.027797 1.1603 -5.6915e-05 0.013779 0.34603 5.3568 0.88995 0.035245 0.16614 5.906723 0.073446 132 172
VLOG168 267.37 0.18712 1.5979 0.44565 3.415 0.36728 0.82824 0.14285 0.029941 0.30055 5.8163 2.3802 0.024158 1.0335 -0.00017178 0.010909 0.24724 3.3824 0.84583 0.043204 0.25007 4.556669 0.005348 159 165
VLOG169 190.77 0.4519 1.314 0.45114 3.8317 0.23006 0.74856 0.14556 0.022179 0.62944 7.1024 2.4119 0.0084963 1.5161 1.1589e-05 0.0055677 0.27216 1.4982 0.62443 0.043144 0.41678 6.616573 0.12863 136 167
VLOG170 249.71 0.1989 1.6375 0.47016 3.6255 0.32988 0.74326 0.17945 0.028458 0.54651 5.3142 2.4379 0.00063246 1.1612 -4.397e-06 0.00030088 0.14907 1.4849 0.64295 0.058848 0.43299 6.088223 0.076642 122 169
VLOG171 222.61 0.32853 1.1933 0.40431 3.6667 0.3195 0.79626 0.16215 0.024289 0.44503 6.1655 2.0279 0.0080636 0.98394 -3.9754e-05 0.0039152 0.27009 1.2427 0.55935 0.043872 0.45012 4.88723 0.009412 161 137
VLOG172 235.7 0.4375 0.97143 0.46776 3.4215 0.32523 0.69754 0.19969 0.013776 0.52631 2.3555 1.034 0.00078171 1.0059 -3.0226e-06 0.00021956 0.50805 2.6522 0.75167 0.025905 0.28341 6.215405 0.106061 110 147
VLOG173 173.93 0.33445 1.3222 0.41418 3.8681 0.27366 0.70035 0.16131 0.024434 0.79398 9.9945 3.7906 0.00054838 1.4618 -2.0684e-06 0.00027454 0.24406 2.4943 0.79008 0.043889 0.31675 5.89634 0.073528 160 178
VLOG174 144.79 0.45877 0.93095 0.33029 3.895 0.29213 0.68874 0.18481 0.018438 0.98771 6.9206 4.6233 0.0033749 2.2994 -9.959e-06 0.0030466 0.34535 1.6944 0.56495 0.036355 0.33342 5.686449 0.054711 142 171
VLOG175 242.83 0.39658 1.3258 0.51656 3.6932 0.42819 0.67428 0.22648 0.026992 0.57438 7.4129 3.9799 0.00067996 4.4877 -5.5909e-06 0.0020216 0.34024 1.0661 0.47986 0.037799 0.45012 6.862566 0.150304 141 151
VLOG176 174.25 0.47761 1.18 0.38702 3.9659 0.21585 0.7115 0.16581 0.02154 0.67545 7.8909 2.8217 0.010708 0.75141 4.2622e-05 0.0036294 0.19123 2.1344 0.71166 0.054348 0.33342 7.144515 0.475712 115 167
VLOG178 198.33 0.37983 1.3549 0.49622 3.5522 0.30834 0.80718 0.12792 0.02311 0.64637 7.1477 3.4106 0.17176 0.65045 -0.00073981 0.045939 0.35326 1.8442 0.58416 0.034703 0.31675 5.238913 0.051292 133 168
VLOG179 251.52 0.24589 1.5781 0.46633 3.4777 0.43453 0.80083 0.16287 0.027784 0.39343 6.912 4.0034 0.0037663 2.082 -1.1422e-05 0.0027381 0.27358 1.5613 0.6247 0.043126 0.40011 7.500296 0.351523 124 190
VLOG180 248.43 0.2341 1.2059 0.41536 3.5639 0.44062 0.73221 0.22299 0.035045 1.1265 7.2584 6.514 0.0089334 1.8724 -8.998e-05 0.0070141 0.24678 1.1409 0.49453 0.045847 0.43345 7.143397 0.27178 137 161
VLOG181 183.01 0.51958 1.0431 0.3549 4.0213 0.20448 0.65627 0.16817 0.024347 0.82752 8.6769 3.437 0.033741 1.1933 -0.00020726 0.012456 0.2702 1.6817 0.53268 0.044567 0.31675 6.40738 0.083551 154 145
VLOG182 139.31 0.59478 0.9236 0.39164 3.7679 0.27895 0.71899 0.20492 0.016379 0.84189 4.4572 3.2101 0.051856 1.0442 -0.00036123 0.020593 0.23708 1.8095 0.6335 0.048421 0.35009 7.189007 0.261399 146 158
VLOG183 265.18 0.55794 0.73736 0.21361 4.1164 0.17413 0.53277 0.16662 0.018137 1.1 7.7439 3.8047 0.0012507 1.4989 1.3393e-05 0.00097273 0.3746 1.7636 0.64684 0.03299 0.36676 6.229471 0.079536 148 151
VLOG184 241.68 0.18847 1.4239 0.33869 3.4752 0.36518 0.77877 0.1397 0.026062 0.29831 4.7874 2.3728 0.0086744 1.3331 -4.9186e-05 0.0033307 0.2389 1.5172 0.58176 0.046768 0.38344 6.852376 0.375622 132 160
VLOG186 230.32 0.25286 1.5393 0.50319 3.5109 0.34962 0.81313 0.14351 0.027608 0.58674 7.1795 4.5892 0.0023875 1.568 -2.1258e-05 0.0015216 0.30246 1.9162 0.67085 0.041352 0.35009 6.01178 0.127572 128 199
VLOG187 167.37 0.4766 0.95173 0.38431 3.7539 0.25072 0.68007 0.20105 0.019972 1.0813 6.3511 3.7613 0.00068591 2.3526 -3.3277e-05 0.0015352 0.18154 1.5898 0.58309 0.058097 0.36676 7.722754 0.447279 110 177
VLOG189 246.46 0.55772 1.0002 0.52892 3.1615 0.55798 0.55885 0.30276 0.015964 0.39872 2.1871 0.66861 0.00070241 1.852 -1.0837e-05 0.00032892 0.29525 0.69748 0.31395 0.04503 0.45012 5.846106 0.072508 111 171
VLOG190 217.18 0.2439 1.4329 0.4927 3.7055 0.33551 0.7595 0.19476 0.024162 0.44746 5.6054 3.1004 0.0053627 2.3587 -2.5456e-05 0.0076244 0.2294 1.0362 0.43185 0.051266 0.41678 7.286131 0.28381 142 133
VLOG191 176.41 0.3036 1.5976 0.62886 3.5465 0.29706 0.76183 0.1944 0.023698 0.79706 7.3934 4.0794 0.0040402 1.9496 -2.0094e-05 0.0025136 0.34038 1.9985 0.69965 0.036218 0.35009 7.097428 0.529268 129 171
VLOG192 240.97 0.21564 1.4943 0.50444 3.5749 0.3408 0.69969 0.27216 0.027936 0.53177 7.4335 3.7731 0.0016337 2.4799 2.8694e-06 0.0015772 0.59477 2 0.60016 0.023111 0.30008 7.462637 0.339564 147 184
VLOG193 215.29 0.31833 1.6094 0.65973 3.7361 0.28557 0.66226 0.21385 0.027603 0.59765 9.5241 5.1243 0.00013507 5.5217 -1.4768e-06 0.00026704 0.28732 2.902 0.77325 0.040662 0.26645 3.570786 0 126 179
VLOG194 223.7 0.24897 1.7934 0.60806 3.4931 0.34776 0.81915 0.14097 0.024914 0.40278 7.3915 3.479 0.014112 1.257 -0.00015071 0.0067941 0.27678 1.8408 0.64444 0.040149 0.35009 6.310196 0.21875 158 157
VLOG195 217.19 0.28395 1.2697 0.39003 3.4767 0.40542 0.80116 0.16554 0.023797 0.45891 6.2461 2.4377 0.00061475 1.7763 -1.1504e-06 0.00040618 0.24807 1.8349 0.67298 0.047959 0.36676 3.56732 0.000286 157 160
VLOG196 309.23 0.1954 1.7702 0.31451 3.1801 0.30896 0.90281 0.075761 0.031624 0.38311 5.6744 2.4336 0.044802 0.55967 -5.0143e-05 0.010551 0.51953 3.9476 0.82044 0.025055 0.20783 4.002263 0.002387 133 161
VLOG197 207.25 0.60262 1.0322 0.37254 3.8502 0.23363 0.64251 0.19873 0.021739 0.66542 6.9747 1.8112 0.020331 1.0638 6.6631e-06 0.010819 0.21975 4.4989 0.86084 0.051083 0.19134 5.830156 0.05743 128 159
VLOG198 239.85 0.2989 1.2761 0.51817 3.5868 0.34141 0.729 0.20871 0.02606 0.59465 7.6338 2.7059 0.0010876 1.6992 -1.2346e-06 0.00065553 0.361 1.8771 0.59456 0.035891 0.31675 6.253989 0.085987 159 186
VLOG199 202.87 0.18214 1.3109 0.3339 3.6318 0.25175 0.80163 0.13842 0.022265 0.33964 6.7116 2.6461 0.0049952 2.5998 -2.1109e-05 0.0022961 0.25917 2.1547 0.75433 0.044554 0.35009 6.363681 0.0837 128 173
VLOG201 217.72 0.30504 1.1698 0.35923 3.801 0.21466 0.76505 0.11809 0.022415 0.53259 7.7792 3.0333 0.0035659 1.3996 5.1486e-05 0.002014 0.21655 1.4095 0.51694 0.045408 0.36676 7.165469 0.186146 111 160
VLOG202 202.31 0.26272 1.5179 0.46497 3.5339 0.32689 0.8259 0.1341 0.022724 0.42285 6.3847 3.6024 0.00080856 1.0841 -8.3538e-06 0.00033022 0.3072 2.0286 0.64257 0.041511 0.31675 5.526912 0.04 96 111
VLOG204 151.78 0.38971 1.3368 0.50539 3.7117 0.2832 0.65563 0.22443 0.017497 0.4696 6.1102 3.3737 0.0073793 0.64612 -1.3052e-05 0.0015541 0.36922 3.4101 0.77018 0.032843 0.22585 6.919444 0.183529 137 184
VLOG205 207.33 0.23042 1.8708 0.65531 3.6328 0.28196 0.80972 0.15104 0.025811 0.60478 8.215 5.4564 0.0072807 1.1147 -9.791e-08 0.0027314 0.32202 1.8255 0.66951 0.037849 0.36676 4.126835 0.008101 110 168
VLOG207 141.54 0.69039 0.73974 0.24328 3.8366 0.21156 0.73425 0.18632 0.015071 0.78628 6.3575 2.5215 0.0048622 1.3047 -4.4195e-05 0.002117 0.27299 1.9781 0.62657 0.041294 0.31675 5.282105 0.04611 102 166
VLOG209 163.29 0.40404 0.77581 0.21721 2.9379 0.4217 0.68319 0.19722 0.015214 0.33574 2.8915 1.0394 0.00036584 1.3099 -2.5855e-06 9.1459e-05 0.88484 3.9171 0.71756 0.015967 0.18319 6.221092 0.086579 114 166
VLOG210 217.61 0.35772 1.1192 0.40881 3.8038 0.22131 0.71388 0.16556 0.024986 0.48179 6.5449 2.156 0.0044108 0.87759 -1.9663e-05 0.0021096 0.19352 2.3404 0.70101 0.047854 0.29952 7.38106 0.255478 99 150
VLOG212 163.03 0.63977 0.90018 0.3772 4.0032 0.228 0.60547 0.22703 0.018732 0.95629 7.3296 2.9018 0.0082324 1.1206 -1.8225e-05 0.0035669 0.28823 1.3074 0.45772 0.04021 0.35009 7.199433 0.610242 109 165
VLOG213 178.78 0.48238 1.1266 0.38904 4.0097 0.23611 0.62628 0.17524 0.027064 1.2677 10.938 6.048 0.0063831 1.3123 -4.3884e-05 0.0035469 0.259 1.8495 0.67831 0.044042 0.36676 4.433905 0.011903 119 157
VLOG214 221.69 0.3128 1.293 0.40704 3.6132 0.40951 0.82499 0.15973 0.02247 0.48209 5.6612 2.9044 0.0054678 1.6895 -2.8592e-05 0.0015218 0.25638 0.85835 0.24326 0.046053 0.28341 6.455911 0.085774 153 147
VLOG216 183.85 0.64481 0.83503 0.2784 3.6886 0.29467 0.67848 0.18521 0.02584 0.84804 6.9421 2.6869 0.05747 1.3456 -0.00013109 0.027544 0.38259 2.3975 0.7594 0.031963 0.31675 6.942661 0.165789 147 154
VLOG217 260.59 0.28942 1.3093 0.45807 3.7111 0.20509 0.75699 0.13808 0.018139 0.66489 7.3162 3.5076 0.0032822 1.584 -2.1255e-05 0.0014442 0.158 1.672 0.66898 0.057416 0.40011 6.620669 0.104 151 199
VLOG218 169.27 0.59623 0.87042 0.42361 3.8309 0.23909 0.6585 0.2119 0.015873 0.74179 6.3125 3.7307 0.0035722 1.6741 2.2377e-06 0.0021049 0.35733 2.9621 0.74073 0.03457 0.25007 4.353276 0.008746 134 133
VLOG219 231.79 0.25612 1.7116 0.59212 3.601 0.29555 0.83109 0.12592 0.025925 0.36408 7.097 2.9858 0.00079408 1.2959 -9.9072e-06 0.00030526 0.22804 1.3547 0.60911 0.046807 0.44964 6.819013 0.153226 152 179
VLOG220 221.94 0.17095 1.5965 0.50831 3.477 0.35365 0.80014 0.16973 0.024753 0.3009 6.7693 3.8539 0.00014747 1.4416 -1.0576e-06 7.6598e-05 0.25161 2.0244 0.70872 0.046669 0.35009 6.417484 0.094714 123 168
VLOG221 245.6 0.37172 1.3204 0.50403 3.5791 0.43005 0.74287 0.19937 0.028234 0.64695 6.5127 3.5156 0.0011375 1.6422 -5.0681e-07 0.00063834 0.2774 1.1547 0.46199 0.044457 0.40011 6.718344 0.251555 119 157
VLOG222 234.34 0.26119 1.4521 0.45184 3.4255 0.31203 0.81596 0.14592 0.025885 0.35673 5.9156 2.0453 0.00080579 1.2721 -8.5864e-06 0.00041181 0.14617 2.3512 0.78394 0.062606 0.33342 6.307802 0.070847 119 161
VLOG223 195.88 0.25323 1.9226 0.72788 3.588 0.32157 0.7565 0.21607 0.024836 0.52643 8.351 3.5508 0.0011378 1.4865 -4.3767e-06 0.00057371 0.34322 2.4551 0.73673 0.03693 0.30008 6.117798 0.084142 133 131
VLOG224 211.31 0.25009 1.2375 0.39107 3.866 0.31886 0.71651 0.18241 0.023755 0.48255 7.0603 3.4104 0.015159 1.0026 -1.1003e-05 0.006276 0.4378 2.0624 0.68765 0.031032 0.33342 6.944455 0.294118 131 146
VLOG225 182.89 0.5402 0.62734 0.19645 3.6175 0.32359 0.56961 0.24121 0.01638 0.71163 5.1193 2.0944 0.00081383 1.3879 5.1588e-06 0.00047208 0.42509 4.188 0.83782 0.030245 0.20005 2.707103 0 126 160
VLOG226 157.97 0.47708 0.91616 0.36714 4.2048 0.21988 0.61035 0.17647 0.045744 1.6194 10.269 11.553 0.0018983 2.1836 -8.3952e-07 0.0010799 0.31705 1.0513 0.42065 0.041218 0.40011 0.979166 0 137 154
VLOG227 251.72 0.20481 1.544 0.39393 3.7752 0.27997 0.73669 0.14209 0.028631 0.27385 7.4033 3.3845 0.0032846 1.746 -4.0781e-05 0.0019049 0.17632 2.536 0.761 0.053277 0.30008 6.062822 0.048232 126 180
VLOG228 245.62 0.39522 1.1995 0.49468 3.5024 0.41836 0.71849 0.21387 0.02117 0.45262 4.0191 2.2099 0.020289 1.0934 0.00019411 0.0084987 0.29377 2.0007 0.66713 0.038595 0.33345 6.813167 0.283425 125 164
VLOG229 223.54 0.28698 1.3569 0.45584 3.458 0.37008 0.74598 0.21358 0.025463 0.40649 6.8225 2.1618 0.030707 1.3007 -0.00012344 0.015429 0.3279 1.5172 0.58176 0.038056 0.38344 7.14019 0.334677 135 198
VLOG232 200.32 0.32176 1.2238 0.46185 3.6811 0.25858 0.71735 0.16886 0.023004 0.54016 6.5894 3.6545 0.033193 1.6166 0.00038478 0.017515 0.3434 1.5603 0.58702 0.035667 0.37621 7.435204 0.374005 145 159
VLOG233 217.38 0.19669 1.949 0.74553 3.4881 0.38344 0.86766 0.13562 0.022378 0.38117 5.9209 3.6049 0.1102 1.0153 -0.0010105 0.034025 0.3318 1.392 0.44092 0.036903 0.31675 3.591302 0 136 186
VLOG234 166.84 0.64693 0.9515 0.38717 3.8406 0.25417 0.6707 0.21667 0.018853 0.74528 6.9648 2.4774 0.0084326 1.6026 -5.4296e-05 0.0043621 0.32255 1.0483 0.47098 0.039005 0.44928 6.064873 0.41958 116 144
VLOG235 149.23 0.39373 1.0001 0.33897 3.689 0.23813 0.77021 0.15651 0.016548 0.34393 5.6354 1.8736 0.010296 0.75901 -6.6118e-05 0.0038423 0.21933 2.4724 0.78231 0.049046 0.31641 5.764291 0.0587 156 156
VLOG236 144.34 0.40555 0.94948 0.3038 3.5038 0.33658 0.76752 0.183 0.01571 0.80656 4.6131 3.5002 0.0062272 0.89911 -3.5295e-05 0.0017835 0.24443 1.412 0.56495 0.044381 0.40011 5.727034 0.07193 160 162
VLOG237 133.08 0.41999 0.8445 0.29515 3.6836 0.29542 0.72787 0.20859 0.015892 0.59793 4.998 2.9418 0.044112 1.0082 -2.8295e-05 0.015028 0.32231 2.1709 0.68765 0.037626 0.31675 6.619914 0.116466 117 161
VLOG239 145.2 0.76281 0.87569 0.2864 4.1865 0.21047 0.68653 0.15557 0.015109 1.0629 8.0204 3.8175 0.0012476 0.9838 -1.2332e-05 0.00047796 0.24719 1.33 0.53214 0.044612 0.40011 7.281031 0.425781 108 167
VLOG241 310.51 0.23254 2.1257 0.59245 3.3865 0.38833 0.84426 0.13303 0.033259 0.3727 8.5664 4.0394 0.00021976 1.4116 -1.4657e-06 0.00010722 0.28015 1.9792 0.65991 0.042037 0.33342 6.621268 0.09901 153 169
VLOG242 262.94 0.3722 1.52 0.46945 3.8707 0.20979 0.6979 0.21295 0.030999 0.74783 11.998 6.3023 0.028995 0.84731 -0.00025605 0.012006 0.17917 1.5648 0.65217 0.045399 0.41678 5.877433 0.047819 118 145
VLOG243 173.73 0.27033 1.5218 0.60632 3.7283 0.3492 0.7992 0.16823 0.019486 0.38225 5.6692 3.5239 0.00070247 1.0685 -8.4464e-06 0.00026522 0.27592 1.534 0.61376 0.04259 0.40011 7.460612 0.407092 127 143
